Nazwa|Cena|Miasto|Dzielnica|Pokoje|Pow. całkowita|Piętro|Liczba pięter|Liczba sypialni|Balkon|Rynek|Rodzaj umowy|Rok budowy|Data dodania|Aktualizacja|Numer ogłoszenia|Liczba odsłon|Liczba Punktów Podbić|Liczba poziomów mieszkania|Dostępne od|Typ budynku|Materiał budowlany|Ogrzewanie|Inwestycja|Stan nieruchomości|Typ kuchni|Liczba łazienek|łazienka razem z WC|Taras|Pow. ogródka|Forma własności|Stolarka okienna|Pow. tarasu|Pow. loggii|Pow. balkonu|Stan budynku|Wysokość wnętrza|Pow. łazienki|Pow. użytkowa|Dodatkowe koszty|Cena do negocjacji|Typ nieruchomości|Typ domu|Lokalizacja garażu|Pow. działki
Przestronne mieszkanie w samym centrum Gdańska|1 290 000 zł|Gdańsk, |Śródmieście, | • 4 pokoje|109 m²|2/3|3|||Wtórny||1930|10.04.2024|19.04.2024|morizon-65/10940/OMS|55|0||10.04.2024|KAMIENICA|CEGŁA|C.O. GAZOWE||WYSOKI STANDARD|ODDZIELNA|1||||||||||||||||||
Luksusowy apartament z pięknym widokiem|1 349 000 zł|Gdańsk, |Letnica, | • 3 pokoje|82,50 m²|17/17|17|2|Tak|Wtórny|Na wyłączność|2020|03.04.2024|18.04.2024|morizon-ON458762|63|0|1|01.04.2024|Wieżowiec||Co Miejskie||||||||||||||||||||||
Wyjątkowy apartament w niezwykłej lokalizacji|1 426 216 zł|Gdańsk, |Oliwa, | • 2 pokoje|66,10 m²||3||Tak|Pierwotny||2022|01.04.2024|15.04.2024|morizon-DH465315|46|0||09.04.2024|Apartamentowiec||Co Miejskie||||||||||||||||62,30 m²||||||
Rzadko spotykana i wyjątkowa oferta w Gdańsku|1 550 000 zł|Gdańsk, |Przymorze, | • 3 pokoje|99,50 m²||1|||Wtórny|Na wyłączność|1927|26.02.2024|11.03.2024|morizon-TY524376|120|0|||Wolnostojący||Co Własne||||||Tak||||||||||||||||
Nadmorski Dwór - perełka na mapie Gdańska|1 650 000 zł|Gdańsk, |Nadmorski Dwór| • 3 pokoje|61 m²|1/3|3|2||Wtórny|Na wyłączność|2016|14.04.2024|22.04.2024|morizon-742578|36|0|||||||||||Tak||||||||||||||||
2 pokoje w Gdańsku Jasieniu za 376 tysięcy|376 000 zł|Gdańsk, |Jasień, | • 2 pokoje|30 m²|1/3|3|||Wtórny||2014|22.04.2024|22.04.2024|morizon-MG359296|1|0|1||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Kawalerka z miejscem postojowym w super lokalizacj|449 000 zł|Gdańsk, |Morena, | • 1 pokój|30 m²|1/3|3|1||Wtórny|Na wyłączność|2012|15.04.2024|14.04.2024|morizon-MA788053183|72|0|||Apartamentowiec|Pustak|Co Miejskie||||||||||||||||||||||
Gotowa Kameralna Inwestycja, Wyspa Sobieszewska|449 000 zł|Gdańsk, |Sobieszewo, | • 2 pokoje|35,78 m²|1/2|2|1|Tak|Pierwotny||2023|20.03.2024|20.03.2024|morizon-967028|141|0|||Apartamentowiec||Gazowe||||||||||||||||||||||
Spółdzielcze z KW-gotowe do wydania-blisko Centrum|509 000 zł|Gdańsk, |Chełm, | • 2 pokoje|41,10 m²|3/10|10|||Wtórny||1985|08.04.2024|17.04.2024|morizon-CP266363|132|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Mieszkanie, 2 pokoje w świetnej lokalizacji|520 000 zł|Gdańsk, |Siedlce, | • 2 pokoje|36,18 m²|1/3|3|||Wtórny||1930|12.04.2024|12.04.2024|morizon-29750/3685/OMS|80|0||18.04.2024|KAMIENICA|CEGŁA|C.O. ELEKTRYCZNE,C.O. GAZOWE||WYSOKI STANDARD|ANEKS KUCHENNY|1||||WŁASNOŚĆ||||||||||||||
3 pok. mieszkanie 54m2, Piotrkowska, Ujeścisko|540 000 zł|Gdańsk M., |Gdańsk, | • 3 pokoje|54,30 m²|2/4|4||Tak|Wtórny|Na wyłączność|1995|10.04.2024|10.04.2024|morizon-YNK-MS-2303|160|0|||Blok|Mieszana|Miejskie||Do odświeżenia|Oddzielna|1|Nie|||SPÓŁDZIELCZE WŁASNOŚCIOWE Z KW|PCV|||||||||||||
2 pokoje z ogródkiem Gdańsk|549 000 zł|Gdańsk, |Maćkowy, | • 2 pokoje|45,93 m²||3|||Wtórny|Na wyłączność|2015|18.04.2024|18.04.2024|morizon-TY120598|31|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Nowoczesne mieszkanie z wysokim standardem Jasień|550 000 zł|Gdańsk, |Jasień| • 1 pokój|40 m²|2/4|4|1||Wtórny||2018|04.04.2024|12.04.2024|morizon-635694|43|0||30.04.2024|Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Dwie niezalezne sypialnie i salon z aneksem kuchennym ze słonecznym balkonem :)|590 000 zł|Gdańsk, |Piecki-Migowo, | • 3 pokoje|49,60 m²|1/3|3||Tak|Wtórny|Na wyłączność|1984|16.04.2024|22.04.2024|morizon-674|73|25|1||Blok||Miejskie||Do odświeżenia|Aneks|2|Nie|||Spółdzielcze-własnościowe z KW|||||Dobry|260 cm||||Tak||||
Słoneczne I 2 pokoje, 50 m2 I Łostowice|599 000 zł|Gdańsk, |Łostowice, | • 2 pokoje|50,55 m²|2/3|3||Tak|Wtórny||2011|16.04.2024|16.04.2024|morizon-00131824|50|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Apartament w Inwestycji Nadmotławie|599 000 zł|Gdańsk, |Śródmieście, | • 1 pokój|27,74 m²||3||Nie|Wtórny||2020|03.04.2024|16.04.2024|morizon-PAN156689|89|0|||Apartamentowiec|Pustak|Co Miejskie||||||Nie||||||||||||||||
2 pok, balkon, spokojna okolica, szybkie wydanie|599 000 zł|Gdańsk, |Chełm, | • 2 pokoje|42,90 m²|2/4|4|1|Tak|Wtórny|Na wyłączność|2023|15.03.2024|26.03.2024|morizon-MG462113|275|0|1|15.03.2024|Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Widne / Nowoczesne / Duży balkon|599 000 zł|Gdańsk, |Łostowice, | • 3 pokoje|50 m²|2/3|3||Tak|Wtórny|Na wyłączność|2016|11.03.2024|27.03.2024|morizon-9186/8976/OMS|159|0|||NISKI BLOK||C.O. Z SIECI MIEJSKIEJ||WYSOKI STANDARD|OTWARTA|||||WŁASNOŚĆ||||||254 cm||||||||
Mieszkanie z ogródkiem blisko centrum|610 000 zł|Gdańsk, |Siedlce, | • 2 pokoje|34,83 m²||3|1|Nie|Wtórny|Na wyłączność|2013|05.04.2024|16.04.2024|morizon-PAN621509|61|0|||Blok Mieszkalny|Pustak|Co Miejskie||||||Tak||||||||||33,16 m²||||||
Przytulne 2 pokoje w świetnej lokalizacji|618 000 zł|Gdańsk, |Chełm, | • 2 pokoje|47,55 m²|2/3|3||Tak|Wtórny|Na wyłączność|2007|12.04.2024|16.04.2024|morizon-AG421811|35|0||01.10.2024|Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Idealne dla rodziny 3 pokojowe mieszkanie|649 000 zł|Gdańsk, |Jasień, | • 3 pokoje|57,40 m²|1/4|4|2|Tak|Wtórny|Na wyłączność|2012|19.04.2024|17.04.2024|morizon-HEX676840|19|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Funkcjonalne 3 pokoje-do aranżacji|649 000 zł|Gdańsk, |Jasień, | • 3 pokoje|61,78 m²|1/4|4|||Wtórny||2023|02.02.2024|05.02.2024|morizon-TY107238|344|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Zamieszkaj na nowoczesnym osiedlu City Park Zaspa|664 900 zł|Gdańsk, |Zaspa, | • 1 pokój|34 m²|11/11|11|||Wtórny||2015|10.04.2024|21.04.2024|morizon-TY256616|105|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Gotowe do zamieszkania, miejsce za szlabanem|699 000 zł|Gdańsk, |Łostowice, | • 3 pokoje|65,64 m²|1/3|3|2|Tak|Wtórny||2009|04.04.2024|15.04.2024|morizon-PH573227|46|0|||Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Idealne 2 POKOJE mieszkanie na PRZYMORZU|720 000 zł|Gdańsk, |Przymorze, | • 2 pokoje|50 m²|3/4|4||Tak|Wtórny||1970|09.04.2024|18.04.2024|morizon-PH539985|80|0|1||Blok Mieszkalny|Inne|Co Miejskie||||||||||||||||||||||
Atrakcyjna cena, tylko 150 merów do morza|740 000 zł|Gdańsk, |Kazimierza Pułaskiego| • 3 pokoje|52,97 m²|3/4|4||Tak|Wtórny||1975|09.04.2024|19.04.2024|morizon-29260/3685/OMS|75|0||09.04.2024|NISKI BLOK|WIELKA PŁYTA|C.O. Z SIECI MIEJSKIEJ||DO REMONTU|ODDZIELNA|1||||WŁASNOŚĆ||||||255 cm||||||||
Mieszkanie centrum Wrzeszcza możliwy zakup garażu|919 000 zł|Gdańsk, |Wrzeszcz Górny, | • 3 pokoje|88 m²||2||Tak|Wtórny|Na wyłączność|1927|16.04.2024|16.04.2024|morizon-671/3071/OMS|41|0||31.01.2024|KAMIENICA|CEGŁA|C.O. Z SIECI MIEJSKIEJ||WYSOKI STANDARD|ODDZIELNA|1||||WŁASNOŚĆ||||||323 cm||||||||
Nowa inwestycja/ PRZYMORZE/ 2 pokoje|999 000 zł|Gdańsk, |Przymorze, | • 2 pokoje|52,73 m²|1/6|6|1||Wtórny||2018|20.04.2024|20.04.2024|morizon-667377|21|0|1|19.04.2024|Apartamentowiec|Konstrukcja mieszana|Co Miejskie||||||Tak||||||||||||||||
Opis nieruchomości|999 000 zł|Gdańsk, |Jasień, | • 2 pokoje|70 m²|4/4|4|||Wtórny|Na wyłączność|2020|20.04.2024|20.04.2024|morizon-918492|31|0|2||Apartamentowiec||Co Miejskie||||||||||||||||||||||
3 pokoje, wysoki standard, blisko morze, hala|999 000 zł|Gdańsk, |Letnica, | • 3 pokoje|66,45 m²|3/5|5|2|Tak|Wtórny|Na wyłączność|2020|20.03.2024|03.04.2024|morizon-HEX814442|87|0||31.05.2024|Blok Mieszkalny|Konstrukcja mieszana|Co Miejskie||||||||||||||||||||||
Apartament w inwestycji z basenem|1 045 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|48,45 m²|7/8|8|1|Tak|Wtórny|Na wyłączność|2018|19.03.2024|20.03.2024|morizon-DH947856|82|0|||Apartamentowiec||Co Miejskie||||||||||||||||||||||
Ostatnie piętro! Taras widokowy na dachu|1 050 000 zł|Gdańsk, |Letnica, | • 4 pokoje|84 m²|3/3|3|3|Tak|Wtórny||2022|27.02.2024|28.02.2024|morizon-431669|165|0||01.03.2024|Blok Mieszkalny||Co Miejskie||||||||||||||||||||||
Luksusowy apartament z widokiem na Motławę|1 250 000 zł|Gdańsk, |Śródmieście, | • 2 pokoje|48 m²|5/6|6||Tak|Wtórny|Na wyłączność|2021|15.04.2024|19.04.2024|morizon-275389|22|0|||||||||||Tak||||||||||||||||
Apartament w wysokim standardzie - Sol Marina|1 299 000 zł|Gdańsk, |Sobieszewo, | • 2 pokoje|40 m²||2|1|Tak|Wtórny||2023|21.04.2024|21.04.2024|morizon-WH434678|1|0|1|22.04.2024|Apartamentowiec|Konstrukcja mieszana|Co Miejskie||||||Tak||||||||||39,86 m²||||||
"4 p. | przy Motławie! | Dla Konesera lub Inwestora"|1 310 000 zł|Gdańsk, |Sukiennicza| • 4 pokoje|87,70 m²|2/3|3|||Wtórny||1900|05.04.2024|06.04.2024|morizon-TH220935|47|0|||Kamienica|Cegła|Co Miejskie||||||||||||||||||||||
Opis nieruchomości|1 313 410 zł|Gdańsk, |Oliwa, | • 3 pokoje|68,47 m²|1/3|3||Tak|Wtórny||2024|15.04.2024|18.04.2024|morizon-PH792367|24|0|||Apartamentowiec|Pustak|Co Miejskie||||||||||||||||||||||
Mieszkanie nad Morzem dla obcokrajowca|1 449 000 zł|Gdańsk, |Zaspa, | • 4 pokoje|73,90 m²|2/12|12||Tak|Wtórny||1993|02.04.2024|15.04.2024|morizon-PAN586258|106|0|||Blok Mieszkalny|Pustak|Co Miejskie||||||Nie||||||||||||||||
Ekskluzywne mieszkanie w Inwestycji Brabank|1 550 000 zł|Gdańsk, |Stara Stocznia| • 2 pokoje|50 m²|5/6|6|||Wtórny||2023|11.03.2024|27.03.2024|morizon-100/14376/OMS|124|0|||APARTAMENTOWIEC|BETON|C.O. Z SIECI MIEJSKIEJ||BARDZO WYSOKI STANDARD|ANEKS KUCHENNY|1||||||||||290 cm||||||||
Opis nieruchomości|1 701 764 zł|Gdańsk, |Oliwa, | • 3 pokoje|85,78 m²|3/3|3||Tak|Wtórny||2024|15.04.2024|18.04.2024|morizon-PH551480|32|0|||Apartamentowiec|Pustak|Co Miejskie||||||||||||||||||||||
Mieszkanie przy samej plaży, Neptun Park|1 750 000 zł|Gdańsk, |Jelitkowo, | • 3 pokoje|60 m²|1/3|3|2|Tak|Wtórny|Na wyłączność|2008|15.04.2024|15.04.2024|morizon-DH182206|81|0||01.04.2024|Apartamentowiec||Co Miejskie||||||Tak||||||||||||||||
APARTAMENT NAD MORZEM TUŻ PRZY PARKU REGANA|1 950 000 zł|Gdańsk, |Jelitkowo, | • 2 pokoje|83,23 m²|1/4|4||Tak|Wtórny||2014|11.04.2024|19.04.2024|morizon-PAN622665|62|0|||Blok Mieszkalny|Inne|Co Miejskie||||||Nie||||||||||||||||
Ekskluzywne mieszkanie w Inwestycji Brabank|1 995 000 zł|Gdańsk|| • 3 pokoje|71 m²|5/6|6|||Wtórny||2023|11.03.2024|27.03.2024|morizon-98/14376/OMS|105|0|||APARTAMENTOWIEC|BETON|C.O. Z SIECI MIEJSKIEJ||DO WYKOŃCZENIA|ANEKS KUCHENNY|1||||||||||290 cm||||||||
Mieszkanie 100m2 w Brzeźnie tuż przy plaży|1 999 999 zł|Gdańsk, |Brzeźno, | • 3 pokoje|100 m²|1/2|2|||Wtórny|||22.04.2024|22.04.2024|morizon-342/9733/OMS|1|0||11.04.2024|KAMIENICA|CEGŁA|C.O. GAZOWE||DO REMONTU KAPIT.|ODDZIELNA|1||||||||||||||||||
Ekskluzywne mieszkanie w Inwestycji Brabank|2 095 000 zł|Gdańsk, |Stara Stocznia| • 3 pokoje|68 m²|5/6|6|||Wtórny||2023|11.03.2024|27.03.2024|morizon-102/14376/OMS|168|0|||APARTAMENTOWIEC|BETON|C.O. Z SIECI MIEJSKIEJ||BARDZO WYSOKI STANDARD|ANEKS KUCHENNY|1||||||||||290 cm||||||||
Mieszkanie 2 osobne pok, słoneczne, Gdańsk Orunia|299 000 zł|Gdańsk, |Orunia, | • 2 pokoje|47,70 m²|1/2|2|2||Wtórny|Na wyłączność|1910|04.04.2024|05.04.2024|morizon-MG139943|748|0|1|07.05.2024|Kamienica|Cegła|Gazowe||||||||||||||||||||||
2 pokoje + ogródek + miejsce post. + komórka loka|389 000 zł|Gdańsk, |Łostowice, | • 2 pokoje|35 m²||3|||Wtórny|Na wyłączność|2023|05.04.2024|05.04.2024|morizon-HEX997851|122|0||04.03.2024|Blok Mieszkalny|Pustak|Co Miejskie||||||Tak||||||||||||||||
Opis nieruchomości|425 500 zł|Gdańsk, |Jasień, | • 2 pokoje|33,24 m²|1/4|4||Tak|Pierwotny||2024|18.04.2024|18.04.2024|morizon-PH897749|22|0|||Blok Mieszkalny|Pustak|Co Miejskie||||||||||||||||||||||
Opis nieruchomości|437 000 zł|Gdańsk, |Jasień, | • 2 pokoje|33,24 m²|3/4|4||Tak|Pierwotny||2024|18.04.2024|18.04.2024|morizon-PH266159|22|0|||Blok Mieszkalny|Pustak|Co Miejskie||||||||||||||||||||||
Opis nieruchomości|438 265 zł|Gdańsk, |Łostowice, | • 2 pokoje|39,51 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.7|1 322|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|1 570 868 zł|Gdańsk, |Śródmieście, | • 3 pokoje|71,08 m²|||||Pierwotny||2024|01.03.2024|22.04.2024|morizon-28-28.7|670|146||||||KAMIENNA 28|||||||||||||||||||||
Opis nieruchomości|441 000 zł|Gdańsk, |Jasień, | • 2 pokoje|33,10 m²|4/4|4||Tak|Pierwotny||2024|18.04.2024|18.04.2024|morizon-PH147408|29|0|||Blok Mieszkalny|Pustak|Co Miejskie||||||||||||||||||||||
Opis nieruchomości|448 565 zł|Gdańsk, |Łostowice, | • 2 pokoje|40,48 m²|||||Pierwotny||2025|27.03.2024|22.04.2024|morizon-B2-B2.6|35|0||||||Quercus|||||||||||||||||||||
Mieszkanie na sprzedaż Gdańsk - Stylowa Kawalerka|449 000 zł|Gdańsk, |Jasień| • 1 pokój|31 m²||4|||Wtórny||2021|18.04.2024|19.04.2024|morizon-R-237670|24|0|1|18.04.2024|Blok Mieszkalny||||||||||||||||||||||||
Opis nieruchomości|450 625 zł|Gdańsk, |Łostowice, | • 2 pokoje|40,66 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.5|416|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|452 170 zł|Gdańsk, |Łostowice, | • 2 pokoje|40,17 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.102|283|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|453 200 zł|Gdańsk, |Łostowice, | • 2 pokoje|39,48 m²|||||Pierwotny||2025|27.03.2024|22.04.2024|morizon-B2-B2.114|24|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|459 895 zł|Gdańsk, |Łostowice, | • 2 pokoje|40,65 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.116|402|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|459 895 zł|Gdańsk, |Łostowice, | • 2 pokoje|40,17 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.115|398|0||||||Quercus|||||||||||||||||||||
KAWALERKA Z OGRÓDKIEM WE WRZESZCZU|460 000 zł|Gdańsk, |Wrzeszcz| • 1 pokój|25 m²|1/2|2|1||Wtórny|||14.04.2024|14.04.2024|morizon-997559|97|0||09.04.2024|Kamienica||Gazowe||||||||||||||||||||||
Opis nieruchomości|460 296 zł|Gdańsk, |Jasień, | • 2 pokoje|42,62 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-B.1.3.3|122|0||||||Optima|||||||||||||||||||||
Opis nieruchomości|460 296 zł|Gdańsk, |Jasień, | • 2 pokoje|42,62 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-B.1.1.3|149|0||||||Optima|||||||||||||||||||||
Opis nieruchomości|460 925 zł|Gdańsk, |Łostowice, | • 2 pokoje|39,48 m²|||||Pierwotny||2025|02.02.2024|22.04.2024|morizon-B2-B2.127|45|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|460 925 zł|Gdańsk, |Łostowice, | • 2 pokoje|39,51 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.56|536|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|463 500 zł|Gdańsk, |Łostowice, | • 2 pokoje|40,48 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.45|438|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|464 463 zł|Gdańsk, |Jasień, | • 2 pokoje|42,58 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-B.2.4.3|155|0||||||Optima|||||||||||||||||||||
Opis nieruchomości|464 899 zł|Gdańsk, |Jasień, | • 2 pokoje|42,62 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-B.1.4.3|135|0||||||Optima|||||||||||||||||||||
Opis nieruchomości|465 560 zł|Gdańsk, |Łostowice, | • 2 pokoje|40,66 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.44|441|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|467 208 zł|Gdańsk, |Jasień, | • 2 pokoje|43,26 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-A.2.3.4|138|0||||||Optima|||||||||||||||||||||
Opis nieruchomości|Zarezerwowano|Gdańsk, |Jasień, | • 2 pokoje|42,42 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-A.1.5.4|128|0||||||Optima|||||||||||||||||||||
Opis nieruchomości|469 061 zł|Gdańsk, |Jasień, | • 2 pokoje|42,58 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-B.2.5.3|131|0||||||Optima|||||||||||||||||||||
Opis nieruchomości|469 165 zł|Gdańsk, |Łostowice, | • 2 pokoje|40,65 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.129|486|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|469 165 zł|Gdańsk, |Łostowice, | • 2 pokoje|40,17 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.128|380|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|469 273 zł|Gdańsk, |Ujeścisko-Łostowice, | • 2 pokoje|41,78 m²|||||Pierwotny||2024|04.01.2024|22.04.2024|morizon-F-F.1.1.1|116|0||||||Koncept|||||||||||||||||||||
Opis nieruchomości|469 502 zł|Gdańsk, |Jasień, | • 2 pokoje|42,62 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-B.1.5.3|125|0||||||Optima|||||||||||||||||||||
Opis nieruchomości|Zarezerwowano|Gdańsk, |Jasień, | • 2 pokoje|42,62 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-A.1.5.5|118|0||||||Optima|||||||||||||||||||||
Opis nieruchomości|471 880 zł|Gdańsk, |Jasień, | • 2 pokoje|43,26 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-A.2.4.4|127|0||||||Optima|||||||||||||||||||||
Opis nieruchomości|472 255 zł|Gdańsk, |Łostowice, | • 2 pokoje|40,48 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.55|409|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|473 285 zł|Gdańsk, |Łostowice, | • 2 pokoje|40,65 m²|||||Pierwotny||2025|19.02.2024|22.04.2024|morizon-B2-B2.130|33|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|473 285 zł|Gdańsk, |Łostowice, | • 2 pokoje|43,65 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.74|329|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|473 285 zł|Gdańsk, |Łostowice, | • 2 pokoje|40,66 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.54|415|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|Zarezerwowano|Gdańsk, |Jasień, | • 2 pokoje|43,26 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-A.2.5.4|132|0||||||Optima|||||||||||||||||||||
Opis nieruchomości|476 890 zł|Gdańsk, |Łostowice, | • 2 pokoje|43,17 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.27|649|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|477 505 zł|Gdańsk, |Jasień, | • 2 pokoje|44,66 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-B.1.2.2|139|0||||||Optima|||||||||||||||||||||
Opis nieruchomości|Zarezerwowano|Gdańsk, |Jasień, | • 2 pokoje|44,69 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-B.2.2.2|141|0||||||Optima|||||||||||||||||||||
Opis nieruchomości|477 920 zł|Gdańsk, |Łostowice, | • 2 pokoje|43,17 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.8|369|0||||||Quercus|||||||||||||||||||||
Apartament pod inwestycje - 100 m od plaży|1 350 000 zł|Gdańsk, |Jelitkowo, | • 2 pokoje|38,30 m²||4|1||Wtórny||2010|18.12.2023|11.04.2024|morizon-356185|837|0|||Apartamentowiec||||||||Tak||||||||||||||||
Opis nieruchomości|478 950 zł|Gdańsk, |Łostowice, | • 2 pokoje|39,42 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.50|382|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|479 561 zł|Gdańsk, |Jasień, | • 2 pokoje|45,31 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-A.2.1.3|145|0||||||Optima|||||||||||||||||||||
Opis nieruchomości|480 495 zł|Gdańsk, |Łostowice, | • 2 pokoje|39,50 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.135|482|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|480 495 zł|Gdańsk, |Łostowice, | • 2 pokoje|43 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.9|384|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|481 525 zł|Gdańsk, |Łostowice, | • 2 pokoje|43,65 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.87|411|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|482 328 zł|Gdańsk, |Jasień, | • 2 pokoje|44,66 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-B.1.3.2|135|0||||||Optima|||||||||||||||||||||
Opis nieruchomości|482 555 zł|Gdańsk, |Łostowice, | • 2 pokoje|43,65 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.61|425|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|482 652 zł|Gdańsk, |Jasień, | • 2 pokoje|44,69 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-B.2.3.2|135|0||||||Optima|||||||||||||||||||||
Opis nieruchomości|Zarezerwowano|Gdańsk, |Ujeścisko-Łostowice, | • 2 pokoje|41,78 m²|||||Pierwotny||2024|04.01.2024|22.04.2024|morizon-F-F.1.4.1|92|0||||||Koncept|||||||||||||||||||||
Opis nieruchomości|484 759 zł|Gdańsk, |Łostowice, | • 2 pokoje|43,17 m²|||||Pierwotny||2025|12.01.2024|22.04.2024|morizon-B2-B2.37|48|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|486 675 zł|Gdańsk, |Łostowice, | • 2 pokoje|40,15 m²|||||Pierwotny||2025|17.07.2023|22.04.2024|morizon-B2-B2.49|391|0||||||Quercus|||||||||||||||||||||
Opis nieruchomości|487 151 zł|Gdańsk, |Jasień, | • 2 pokoje|44,66 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-B.1.4.2|136|0||||||Optima|||||||||||||||||||||
Opis nieruchomości|487 151 zł|Gdańsk, |Jasień, | • 2 pokoje|44,66 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-B.1.1.2|122|0||||||Optima|||||||||||||||||||||
Opis nieruchomości|487 479 zł|Gdańsk, |Jasień, | • 2 pokoje|44,69 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-B.2.4.2|129|0||||||Optima|||||||||||||||||||||
Opis nieruchomości|Zarezerwowano|Gdańsk, |Jasień, | • 2 pokoje|44,69 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-B.2.1.2|137|0||||||Optima|||||||||||||||||||||
Opis nieruchomości|488 367 zł|Gdańsk, |Ujeścisko-Łostowice, | • 2 pokoje|43,48 m²|||||Pierwotny||2024|04.01.2024|22.04.2024|morizon-F-F.1.1.8|98|0||||||Koncept|||||||||||||||||||||
Opis nieruchomości|489 348 zł|Gdańsk, |Jasień, | • 2 pokoje|45,31 m²|||||Pierwotny||2025|21.12.2023|22.04.2024|morizon-A.2.3.3|129|0||||||Optima|||||||||||||||||||||
