,Unnamed: 0,Nazwa,Cena,Miasto,Dzielnica_N,Dzielnica_Oryg,Pokoje,Stan nieruchomości,Pow. całkowita,Wysokość wnętrza,Piętro,Liczba pięter,Liczba sypialni,Typ kuchni,łazienka razem z WC,Balkon,Stolarka okienna,Depozyt za wynajem,Dodatkowe koszty,Rynek,Forma własności,Rodzaj umowy,Typ budynku,Data dodania,Aktualizacja,Numer ogłoszenia,Liczba odsłon,Liczba Punktów Podbić,Liczba łazienek,Pow. balkonu,Taras,Pow. loggii,Rok budowy,Stan budynku,Ogrzewanie,Dostępne od,Materiał budowlany,Liczba poziomów mieszkania,Pow. łazienki,Pow. tarasu,Pow. ogródka,Pow. użytkowa,Cena do negocjacji,Typ oferty,Inwestycja,Typ nieruchomości,Typ domu,Lokalizacja garażu,Pow. działki
1277,1277,"Jednopoziomowe 108mkw, 2x balkony, 2x miejsca parkingowe, kominek",1 500 000 zł,Gdańsk,Piecki-Migowo,"Piecki-Migowo, ", • 4 pokoje,,108 m²,,2,3,,Aneks,Nie,Tak,,,,Wtórny,Własność,,Blok,28.03.2024,28.03.2024,morizon-gratka-34029907,214,0,,,,,2007.0,,,,,,,,,,,Sprzedaży,,,,,
1278,1278,GOTOWY Apartament premium 3 pok. z ogródkiem,1 626 170 zł,Gdańsk,Oliwa,"Oliwa, ", • 3 pokoje,,"80,34 m²",,1,4,2.0,,,Nie,,,,Pierwotny,,,Apartamentowiec,26.03.2024,26.03.2024,morizon-DH808180,71,0,,,Tak,,2023.0,,Co Miejskie,29.01.2024,,,,,,,,Sprzedaży,,,,,
1279,1279,Klimatyczne mieszkanie z WIDOKIEM na morze,1 799 000 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 3 pokoje,,79 m²,,1,4,,,,,,,,Wtórny,,,Apartamentowiec,08.04.2024,08.04.2024,morizon-WE427848,79,0,,,,,2011.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
1280,1280,Elegancki apartament z widokiem na marinę,1 970 090 zł,Gdańsk,,, • 3 pokoje,BARDZO WYSOKI STANDARD,"79,71 m²",,11,11,,ANEKS KUCHENNY,,Tak,,,,Wtórny,WŁASNOŚĆ,,APARTAMENTOWIEC,16.04.2024,16.04.2024,morizon-29791/3685/OMS,26,0,2.0,,,,2022.0,,,01.05.2024,,,,,,,,Sprzedaży,,,,,
1281,1281,Luksusowa inwestycja z powiewem nadmorskiej bryzy,2 050 000 zł,Gdańsk,Jelitkowo,"Jelitkowo, ", • 3 pokoje,,61 m²,,1,3,3.0,,,,,,,Wtórny,,Na wyłączność,Apartamentowiec,19.04.2024,19.04.2024,morizon-766824,34,0,,,Tak,,2017.0,,Co Miejskie,,Silikat,1.0,,,,,,Sprzedaży,,,,,
1282,1282,Wyjątkowy apartament LOFT GARNIZON 5 pokoi,2 150 000 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 5 pokoi,,138 m²,,3,4,4.0,,,,,,,Wtórny,,,Apartamentowiec,09.04.2024,20.04.2024,morizon-TY937810,67,0,,,,,2011.0,,Co Miejskie,,Konstrukcja mieszana,,,,,97 m²,,Sprzedaży,,,,,
1283,1283,2 pokoje/ Apartament/ Przymorze/ blisko plaży,2 150 000 zł,Gdańsk,Przymorze,"Przymorze, ", • 2 pokoje,,83 m²,,3,4,1.0,,,Tak,,,,Wtórny,,,Apartamentowiec,11.03.2024,11.03.2024,morizon-657457,91,0,,,,,2014.0,,Co Miejskie,11.03.2024,,,,,,,,Sprzedaży,,,,,
1284,1284,Mieszkanie przy Garnizonie w stanie deweloperskim,2 895 000 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 4 pokoje,,"201,73 m²",,1,4,,,,,,,,Wtórny,,Na wyłączność,Szeregowy,25.03.2024,25.03.2024,morizon-510164,145,0,,,Tak,,,,,,,,,,,,,Sprzedaży,,,,,
1285,1285,Przestronna kawalerka na gdańskim Jasieniu,395 000 zł,Gdańsk,Jasień,"Jasień, ", • 1 pokój,,"27,20 m²",,1,6,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,11.04.2024,17.04.2024,morizon-PAN358295,74,0,,,Nie,,2023.0,,Co Miejskie,01.01.2024,Pustak,,,,,,,Sprzedaży,,,,,
1286,1286,od południa z ogrodem ponad 30m2 - Cichy Zakątek,399 315 zł,Gdańsk,Jasień,"Jasień, ", • 2 pokoje,,"38,03 m²",,4,4,,,,,,,,Pierwotny,,,Blok Mieszkalny,06.04.2024,06.04.2024,morizon-HEX458083,131,0,,,,,2024.0,,Co Miejskie,30.03.2025,Silikat,1.0,,,,,,Sprzedaży,,,,,
1287,1287,Wygodne mieszkanie z antresolą - Cichy Zakątek,499 950 zł,Gdańsk,Jasień,"Jasień, ", • 2 pokoje,,"45,45 m²",,3,5,,,,,,,,Pierwotny,,,Blok Mieszkalny,20.04.2024,20.04.2024,morizon-HEX862153,23,0,,,Tak,,2024.0,,Co Miejskie,30.03.2025,Silikat,1.0,,,,,,Sprzedaży,,,,,
1288,1288,2 POKOJE| Gdańsk Chełm| Blisko komunikacji,509 000 zł,Gdańsk,Chełm,Wincentego Witosa, • 2 pokoje,,"41,10 m²",,7,8,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,15.04.2024,15.04.2024,morizon-TH159210,51,0,,,,,1986.0,,Co Miejskie,15.04.2024,,,,,,,,Sprzedaży,,,,,
1289,1289,2 niezależne pokoje blisko SKM Żabianka i AWFiS,579 000 zł,Gdańsk,Żabianka,"Żabianka, ", • 2 pokoje,,"40,40 m²",,3,3,,,,,,,,Wtórny,,Na wyłączność,,04.04.2024,11.04.2024,morizon-Ecn192875,149,0,,,,,1970.0,,,31.05.2024,,,,,,38 m²,,Sprzedaży,,,,,
1290,1290,Opis nieruchomości,597 850 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 3 pokoje,,"54,35 m²",,5,6,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,19.03.2024,27.03.2024,morizon-PH505689,59,0,,,,,2024.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
1291,1291,Wykończone mieszkanie w nowym budownictwie,599 000 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 2 pokoje,,47 m²,,1,4,,,,,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,18.04.2024,18.04.2024,morizon-MG878270,24,0,,,,,2023.0,,Co Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
1292,1292,Opis nieruchomości,603 570 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 3 pokoje,,"54,87 m²",,2,3,,,,Tak,,,,Wtórny,,,Blok Mieszkalny,19.03.2024,27.03.2024,morizon-PH626219,47,0,,,,,2023.0,,Co Miejskie,,YTong,,,,,,,Sprzedaży,,,,,
1293,1293,"Przytulne, zadbane w świetnej okolicy",639 000 zł,Gdańsk,Przymorze,"Przymorze, ", • 2 pokoje,,45 m²,,1,3,1.0,,,Tak,,,,Wtórny,,,Blok Mieszkalny,06.04.2024,17.04.2024,morizon-TC107841,117,0,,,,,1980.0,,Co Miejskie,04.04.2024,Wielka płyta,1.0,,,,,,Sprzedaży,,,,,
1294,1294,Zamieszkaj 10 minut od plaży! | Przymorze,689 000 zł,Gdańsk,Przymorze,"Przymorze, ", • 2 pokoje,,46 m²,,2,12,1.0,,,Tak,,,,Wtórny,,,Falowiec,22.04.2024,22.04.2024,morizon-ON830213,1,0,,,Nie,,1970.0,,Co Miejskie,19.04.2024,Wielka płyta,1.0,,,,,,Sprzedaży,,,,,
1295,1295,Sprzedam mieszkanie 3 pokoje Gdańsk ul. Guderskiego,723 000 zł,Gdańsk,Ujeścisko-Łostowice,Guderskiego, • 3 pokoje,Bardzo dobry,"57,80 m²",,5,6,,Aneks,,Tak,,,,Wtórny,Własność,,Blok,15.04.2024,15.04.2024,morizon-124,29,0,1.0,,Nie,,2010.0,Bardzo dobry,Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
1296,1296,Mieszkanie dla rodziny z pięknym ogrodem,799 000 zł,Gdańsk,Chełm,"Chełm, ", • 3 pokoje,,67 m²,,3,3,2.0,,,Nie,,,,Wtórny,,Na wyłączność,Kamienica,15.04.2024,16.04.2024,morizon-DH434317,57,0,,,,,1940.0,,Gazowe,,,,,,,,,Sprzedaży,,,,,
1297,1297,Opis nieruchomości,803 017 zł,Gdańsk,Oliwa,"Oliwa, ", • 1 pokój,,"36,27 m²",,1,3,,,,Tak,,,,Wtórny,,,Apartamentowiec,08.04.2024,08.04.2024,morizon-PH866472,45,0,,,,,2024.0,,Co Miejskie,,Pustak,,,,,,,Sprzedaży,,,,,
1298,1298,Duże mieszkanie w Śródmieściu Gdańska,820 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,WYSOKI STANDARD,"85,50 m²",277 cm,1,4,,Z OKNEM,,,,,,Wtórny,WŁASNOŚĆ,,KAMIENICA,16.04.2024,16.04.2024,morizon-670/3071/OMS,35,0,1.0,,,,1930.0,,C.O. WŁASNE,,CEGŁA,,,,,,,Sprzedaży,,,,,
1299,1299,3 pokoje w gdańskim Śródmieściu,820 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,,"85,50 m²",,5,6,3.0,,,Nie,,,,Wtórny,,,Kamienica,12.04.2024,17.04.2024,morizon-PAN222443,100,0,,,Nie,,1930.0,,Co Własne,,Cegła,,,,,,,Sprzedaży,,,,,
1300,1300,3 POKOJE DUŻY BALKON 2 MIEJSCA W HALI JASIEŃ,850 000 zł,Gdańsk,Jasień,"Jasień, ", • 3 pokoje,,"68,14 m²",,1,2,,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,11.04.2024,15.04.2024,morizon-PAN989650,87,0,,,Nie,,2021.0,,Co Miejskie,,Pustak,,,,,,,Sprzedaży,,,,,
1301,1301,Słoneczny apartament z balkonem - Gdańsk Przymorze,860 000 zł,Gdańsk,Przymorze,"Przymorze, ", • 2 pokoje,,"40,72 m²",,5,6,,,,Tak,,,,Wtórny,,,Apartamentowiec,15.04.2024,18.04.2024,morizon-DH520660,57,0,,,,,2017.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
1302,1302,Mieszkanie z ogrodem o powierzchni 77m2 | Brzeźno,959 000 zł,Gdańsk,Brzeźno,"Brzeźno, ", • 5 pokoi,,77 m²,,1,2,,,,Nie,,,,Wtórny,,Na wyłączność,Kamienica,17.04.2024,18.04.2024,morizon-ON795838,38,0,,,,,1925.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
1303,1303,Mieszkanie inwestycyjne w doskonałej lokalizacji,970 000 zł,Gdańsk,Wrzeszcz,"Wrzeszcz Górny, ", • 3 pokoje,,97 m²,,1,4,,,,,,,,Wtórny,,,,09.04.2024,17.04.2024,morizon-PH478281,75,0,,,,,1910.0,,Gazowe,,,,,,,,,Sprzedaży,,,,,
1304,1304,"3 pokoje, niezależny układ! Oliwa-inwestycja",979 000 zł,Gdańsk,Oliwa,Oliwa, • 3 pokoje,Do odświeżenia,"69,04 m²",300 cm,1,4,,Osobna,Tak,Nie,,,,Wtórny,Własność,Na wyłączność,Kamienica,16.04.2024,22.04.2024,morizon-24/PB/W/5,86,0,1.0,,Nie,,1920.0,Dobry,Miejskie,31.05.2024,Cegła,1.0,4 m²,,50 m²,69 m²,,Sprzedaży,,,,,
1305,1305,"Wysoki standard, 3 pokoje, gotowe do zamieszkania",1 069 000 zł,Gdańsk,Letnica,"Letnica, ", • 3 pokoje,,"54,59 m²",,3,4,,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,16.04.2024,19.04.2024,morizon-NN758293,24,0,,,,,2022.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
1306,1306,2 pokoje na Garnizonie! Wysoki standard,1 099 000 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 2 pokoje,,"47,54 m²",,1,4,1.0,,,Tak,,,,Wtórny,,,Apartamentowiec,09.04.2024,09.04.2024,morizon-PH703287,58,0,,,,,2014.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
1307,1307,"Nad morzem 3 pokoje, wysoki standard wykończenia",1 160 000 zł,Gdańsk,Letnica,"Letnica, ", • 3 pokoje,,"64,77 m²",,1,4,,,,,,,,Wtórny,,,Blok Mieszkalny,20.04.2024,19.04.2024,morizon-MG422560499,8,0,,,,,2023.0,,Co Miejskie,,,1.0,,,,"62,70 m²",,Sprzedaży,,,,,
1308,1308,Nowe 3 pokoje | osiedle Perspektywa Eurostyl,1 165 500 zł,Gdańsk,Siedlce,"Siedlce, ", • 3 pokoje,,63 m²,,4,4,2.0,,,Tak,,,,Wtórny,,Na wyłączność,Apartamentowiec,18.04.2024,22.04.2024,morizon-TC114783,25,0,,,,,2022.0,,Co Miejskie,05.09.2023,Konstrukcja mieszana,,,,,,,Sprzedaży,,,,,
1309,1309,Nowe wykończone 3 pokoje | Perspektywa Eurostyl,1 230 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,,"66,90 m²",,1,4,2.0,,,Tak,,,,Wtórny,,Na wyłączność,Apartamentowiec,16.04.2024,22.04.2024,morizon-TC535980,39,0,,,,,2022.0,,Co Miejskie,05.09.2023,Konstrukcja mieszana,,,,,,,Sprzedaży,,,,,
1310,1310,Opis nieruchomości,1 270 015 zł,Gdańsk,Oliwa,"Oliwa, ", • 2 pokoje,,"50,04 m²",,1,4,,,,Tak,,,,Wtórny,,,Apartamentowiec,08.04.2024,08.04.2024,morizon-PH596656,41,0,,,,,2024.0,,Co Miejskie,,Pustak,,,,,,,Sprzedaży,,,,,
1311,1311,Wygodny Apartament - Butikowa Inwestycja,1 271 668 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 4 pokoje,,"68,04 m²",,1,4,3.0,,,Tak,,,,Pierwotny,,,Apartamentowiec,01.04.2024,09.04.2024,morizon-EC999011,37,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,,,,,
1312,1312,"Apartament Najwyższy Standard, Oliwa",1 441 632 zł,Gdańsk,Oliwa,"Oliwa, ", • 3 pokoje,,"72,32 m²",,1,4,2.0,,,Tak,,,,Pierwotny,,,Apartamentowiec,20.03.2024,20.03.2024,morizon-476812,62,0,,,,,2023.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
1313,1313,Apartament PREMIUM | 4 pokoje | 2 balkony | Garaż,1 599 999 zł,Gdańsk,Oliwa,"Oliwa, ", • 4 pokoje,Do wykończenia,"81,24 m²",280 cm,1,4,,Osobna,Nie,Tak,,,,Pierwotny,Własność,Na wyłączność,Apartamentowiec,14.03.2024,14.03.2024,morizon-184,127,0,2.0,,,,2024.0,Bardzo dobry,Miejskie,15.07.2024,Zróżnicowany,1.0,,,,,,Sprzedaży,,,,,
1314,1314,Neptun Park | Luksusowy apartament | Pas nadmorski,1 999 000 zł,Gdańsk,Jelitkowo,"Jelitkowo, ", • 2 pokoje,,"51,72 m²",,1,4,1.0,,,Tak,,,,Wtórny,,,Apartamentowiec,22.04.2024,22.04.2024,morizon-510018,1,0,,,,,2017.0,,Co Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
1315,1315,Ostatni taki Penthouse z widokiem na morze,6 569 092 zł,Gdańsk,Przymorze,"Przymorze, ", • 6 pokoi,,"220,68 m²",,1,4,,,,Tak,,,,Wtórny,,,Apartamentowiec,20.04.2024,22.04.2024,morizon-163894,33,0,,,Tak,,,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
1316,1316,Ostatni taki Penthouse z widokiem na morze,6 569 092 zł,Gdańsk,Przymorze,"Przymorze, ", • 6 pokoi,,"220,68 m²",,1,2,,,,Tak,,,,Wtórny,,,Apartamentowiec,20.04.2024,22.04.2024,morizon-163894,33,0,,,Tak,,,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
1317,1317,Ostatni taki Penthouse z widokiem na morze,6 569 092 zł,Gdańsk,Przymorze,"Przymorze, ", • 6 pokoi,,"220,68 m²",,1,4,,,,Tak,,,,Wtórny,,,Apartamentowiec,20.04.2024,22.04.2024,morizon-163894,33,0,,,Tak,,,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
1318,1318,Ostatni taki Penthouse z widokiem na morze,6 569 092 zł,Gdańsk,Przymorze,"Przymorze, ", • 6 pokoi,,"220,68 m²",,1,4,,,,Tak,,,,Wtórny,,,Apartamentowiec,20.04.2024,22.04.2024,morizon-163894,33,0,,,Tak,,,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
1319,1319,Ostatni taki Penthouse z widokiem na morze,6 569 092 zł,Gdańsk,Przymorze,"Przymorze, ", • 6 pokoi,,"220,68 m²",,1,4,,,,Tak,,,,Wtórny,,,Apartamentowiec,20.04.2024,22.04.2024,morizon-163894,33,0,,,Tak,,,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
1320,1320,Ostatni taki Penthouse z widokiem na morze,6 569 092 zł,Gdańsk,Przymorze,"Przymorze, ", • 6 pokoi,,"220,68 m²",,1,4,,,,Tak,,,,Wtórny,,,Apartamentowiec,20.04.2024,22.04.2024,morizon-163894,33,0,,,Tak,,,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
1321,1321,Ostatni taki Penthouse z widokiem na morze,6 569 092 zł,Gdańsk,Przymorze,"Przymorze, ", • 6 pokoi,,"220,68 m²",,1,4,,,,Tak,,,,Wtórny,,,Apartamentowiec,20.04.2024,22.04.2024,morizon-163894,33,0,,,Tak,,,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
1322,1322,Funkcjonalne mieszkanie w świetnej lokalizacji,399 000 zł,Gdańsk,Siedlce,"Siedlce, ", • 1 pokój,,"30,94 m²",,1,4,,,,,,,,Wtórny,,,Blok Mieszkalny,08.04.2024,08.04.2024,morizon-R-542590,78,0,,,,,1977.0,,,08.04.2024,,,,,,,,Sprzedaży,,,,,
1323,1323,BALKON I POŁUDNIOWE I BEZ PROWIZJI I 4P,470 000 zł,Gdańsk,Przymorze,"Przymorze, ", • 2 pokoje,,38 m²,,1,4,,,,Tak,,,,Wtórny,,,Falowiec,11.04.2024,22.04.2024,morizon-PAN838873,87,0,,,Nie,,1975.0,,Co Miejskie,,Wielka płyta,,,,,,,Sprzedaży,,,,,
1324,1324,kawalerka blisko UG i OBC,478 000 zł,Gdańsk,Strzyża,"Strzyża, ", • 1 pokój,,"32,60 m²",,1,4,,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,18.03.2024,18.03.2024,morizon-TY548359,127,0,,,,,1982.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
1325,1325,Centrum | Do remontu | Z potencjałem,540 000 zł,Gdańsk,Śródmieście,"Dolne Miasto, ", • 2 pokoje,DO REMONTU,38 m²,300 cm,1,4,,OTWARTA,,,,,,Wtórny,WŁASNOŚĆ,Na wyłączność,KAMIENICA,07.03.2024,07.03.2024,morizon-12292/8653/OMS,174,0,,,,,1920.0,,PIEC,14.03.2024,CEGŁA,,,,,,,Sprzedaży,,,,,
1326,1326,"Blisko tramwaj, dwa niezależne pokoje",549 000 zł,Gdańsk,Chełm,"Chełm, ", • 2 pokoje,,"43,10 m²",,1,4,,,,Tak,,,,Wtórny,,Na wyłączność,Blok Mieszkalny,21.04.2024,21.04.2024,morizon-MG941387,23,0,,,,,2007.0,,Co Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
1327,1327,Dwu poziomowe mieszkanie - Cichy Zakątek,555 940 zł,Gdańsk,Jasień,"Jasień, ", • 3 pokoje,,"58,52 m²",,1,4,,,,,,,,Pierwotny,,,Blok Mieszkalny,06.04.2024,06.04.2024,morizon-HEX257084,70,0,,,,,2024.0,,Co Miejskie,30.03.2025,Silikat,2.0,,,,,,Sprzedaży,,,,,
1328,1328,świetnie zlokalizowane 3 pokojowe umeblowane,570 000 zł,Gdańsk,Olszynka,Olszynka, • 3 pokoje,WYSOKI STANDARD,"60,60 m²",,1,4,,OTWARTA,Tak,Tak,,,,Wtórny,WŁASNOŚĆ,Na wyłączność,SEGMENT,12.04.2024,19.04.2024,morizon-23/12590/OMS,63,0,1.0,,Nie,,2016.0,Bardzo dobry,C.O. GAZOWE,12.04.2024,BETON,2.0,,,,,,Sprzedaży,,,,,
1329,1329,"Pokój hotelowy w GRANO,4*HOTEL NA WYSPIE SPICHRZÓW",620 000 zł,Gdańsk,Śródmieście,"Stare Miasto, ", • 1 pokój,,"27,31 m²",,1,4,,,,,,,,Wtórny,,,Apartamentowiec,22.03.2024,25.03.2024,morizon-TY552634,114,0,,,,,2019.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
1330,1330,Urocze mieszkanie z ogródkiem * Spokojne osiedle,629 000 zł,Gdańsk,Ujeścisko-Łostowice,"Ujeścisko, ", • 2 pokoje,,45 m²,,1,4,1.0,,,,,,,Wtórny,,,Blok Mieszkalny,19.04.2024,19.04.2024,morizon-WE539074,25,0,,,,,2018.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
1331,1331,Gdańsk 2-pok | 5min od Motławy | Bez podatku PCC,645 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,WYSOKI STANDARD,37 m²,260 cm,1,4,,ANEKS KUCHENNY,,,,,,Wtórny,SPÓŁDZIELCZE WŁASNOŚCIOWE,,BLOK,04.04.2024,04.04.2024,morizon-25436/7649/OMS,51,0,1.0,,,,1960.0,,C.O. Z SIECI MIEJSKIEJ,03.04.2024,CEGŁA,,,,,,,Sprzedaży,,,,,
1332,1332,4 pokoje w najwyższym standardzie! Cicha okolica,899 000 zł,Gdańsk,Ujeścisko-Łostowice,"Łostowice, ", • 4 pokoje,,"82,83 m²",,1,4,,,,Tak,,,,Wtórny,,,Apartamentowiec,05.04.2024,13.04.2024,morizon-PH968029,57,0,,,,,2022.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
1333,1333,2 pokoje na Garnizonie,899 000 zł,Gdańsk,Wrzeszcz,"Wrzeszcz, ", • 2 pokoje,,"41,78 m²",,1,4,,,,Tak,,,,Wtórny,,,Apartamentowiec,30.03.2024,07.04.2024,morizon-PH898649,79,0,,,,,2017.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
1334,1334,Twoje miejsce na Starym Mieście,998 000 zł,Gdańsk,Śródmieście,"Główne Miasto, ", • 2 pokoje,,"42,30 m²",,1,4,1.0,,,Tak,,,,Wtórny,,,Kamienica,04.04.2024,17.04.2024,morizon-TC770798,33,0,,,,,1960.0,,Co Miejskie,04.04.2024,Cegła,2.0,,,,,,Sprzedaży,,,,,
1335,1335,Opis nieruchomości,1 080 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 2 pokoje,,"57,80 m²",,1,4,1.0,,,,,,,Wtórny,,,Apartamentowiec,29.03.2024,06.04.2024,morizon-WE556665,95,0,,,,,2015.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
1336,1336,"4 POKOJE DO WPROWADZENIA, 2 MIEJSCA POSTOJOWE",1 100 000 zł,Gdańsk,Jasień,"Jasień, ", • 4 pokoje,,"96,40 m²",,1,4,3.0,,,Tak,,,,Wtórny,,,Blok Mieszkalny,08.04.2024,08.04.2024,morizon-957521,82,0,,,,,,,,08.04.2024,Inne,1.0,,,,,,Sprzedaży,,,,,
1337,1337,Komfortowy apartament - Zamieszkaj lub zainwestuj,1 207 605 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 3 pokoje,,"65,72 m²",,1,4,2.0,,,Tak,,,,Pierwotny,,,Apartamentowiec,01.04.2024,09.04.2024,morizon-EC760521,39,0,,,,,2024.0,,,,,,,,,,,Sprzedaży,,,,,
1338,1338,Przestronne mieszkanie w samym centrum Gdańska,1 290 000 zł,Gdańsk,Śródmieście,"Śródmieście, ", • 4 pokoje,WYSOKI STANDARD,109 m²,,1,4,,ODDZIELNA,,,,,,Wtórny,,,KAMIENICA,10.04.2024,19.04.2024,morizon-65/10940/OMS,55,0,1.0,,,,1930.0,,C.O. GAZOWE,10.04.2024,CEGŁA,,,,,,,Sprzedaży,,,,,
1339,1339,Luksusowy apartament z pięknym widokiem,1 349 000 zł,Gdańsk,Letnica,"Letnica, ", • 3 pokoje,,"82,50 m²",,1,4,2.0,,,Tak,,,,Wtórny,,Na wyłączność,Wieżowiec,03.04.2024,18.04.2024,morizon-ON458762,63,0,,,,,2020.0,,Co Miejskie,01.04.2024,,1.0,,,,,,Sprzedaży,,,,,
1340,1340,Wyjątkowy apartament w niezwykłej lokalizacji,1 426 216 zł,Gdańsk,Oliwa,"Oliwa, ", • 2 pokoje,,"66,10 m²",,1,4,,,,Tak,,,,Pierwotny,,,Apartamentowiec,01.04.2024,15.04.2024,morizon-DH465315,46,0,,,,,2022.0,,Co Miejskie,09.04.2024,,,,,,"62,30 m²",,Sprzedaży,,,,,
1341,1341,Rzadko spotykana i wyjątkowa oferta w Gdańsku,1 550 000 zł,Gdańsk,Przymorze,"Przymorze, ", • 3 pokoje,,"99,50 m²",,1,4,,,,,,,,Wtórny,,Na wyłączność,Wolnostojący,26.02.2024,11.03.2024,morizon-TY524376,120,0,,,Tak,,1927.0,,Co Własne,,,,,,,,,Sprzedaży,,,,,
1342,1342,Nadmorski Dwór - perełka na mapie Gdańska,1 650 000 zł,Gdańsk,Brzeźno,Nadmorski Dwór, • 3 pokoje,,61 m²,,1,4,2.0,,,,,,,Wtórny,,Na wyłączność,,14.04.2024,22.04.2024,morizon-742578,36,0,,,Tak,,2016.0,,,,,,,,,,,Sprzedaży,,,,,
1343,1343,2 pokoje w Gdańsku Jasieniu za 376 tysięcy,376 000 zł,Gdańsk,Jasień,"Jasień, ", • 2 pokoje,,30 m²,,1,4,,,,,,,,Wtórny,,,Blok Mieszkalny,22.04.2024,22.04.2024,morizon-MG359296,1,0,,,,,2014.0,,Co Miejskie,,,1.0,,,,,,Sprzedaży,,,,,
1344,1344,Kawalerka z miejscem postojowym w super lokalizacj,449 000 zł,Gdańsk,Piecki-Migowo,"Morena, ", • 1 pokój,,30 m²,,1,4,1.0,,,,,,,Wtórny,,Na wyłączność,Apartamentowiec,15.04.2024,14.04.2024,morizon-MA788053183,72,0,,,,,2012.0,,Co Miejskie,,Pustak,,,,,,,Sprzedaży,,,,,
1345,1345,"Gotowa Kameralna Inwestycja, Wyspa Sobieszewska",449 000 zł,Gdańsk,Wyspa Sobieszewska,"Sobieszewo, ", • 2 pokoje,,"35,78 m²",,1,4,1.0,,,Tak,,,,Pierwotny,,,Apartamentowiec,20.03.2024,20.03.2024,morizon-967028,141,0,,,,,2023.0,,Gazowe,,,,,,,,,Sprzedaży,,,,,
1346,1346,Spółdzielcze z KW-gotowe do wydania-blisko Centrum,509 000 zł,Gdańsk,Chełm,"Chełm, ", • 2 pokoje,,"41,10 m²",,1,4,,,,,,,,Wtórny,,,Blok Mieszkalny,08.04.2024,17.04.2024,morizon-CP266363,132,0,,,,,1985.0,,Co Miejskie,,,,,,,,,Sprzedaży,,,,,
1347,1347,"Mieszkanie, 2 pokoje w świetnej lokalizacji",520 000 zł,Gdańsk,Siedlce,"Siedlce, ", • 2 pokoje,WYSOKI STANDARD,"36,18 m²",,1,4,,ANEKS KUCHENNY,,,,,,Wtórny,WŁASNOŚĆ,,KAMIENICA,12.04.2024,12.04.2024,morizon-29750/3685/OMS,80,0,1.0,,,,1930.0,,"C.O. ELEKTRYCZNE,C.O. GAZOWE",18.04.2024,CEGŁA,,,,,,,Sprzedaży,,,,,
