Cena,Miasto,Dzielnica,Pokoje,Pow. całkowita,Rynek,Rok budowy,Piętro,Liczba pięter,Balkon,Typ oferty,Cena/m2
962000.0,Gdynia ,Grabówek, 3,62.07,Pierwotny,2023,1,4.0,Nie,Najmu,15498.63
1085000.0,Gdynia ,Śródmieście, 2,55.74,Pierwotny,2023,1.0,17.0,Nie,Najmu,19465.37
1099000.0,Gdynia ,Chwarzno-Wiczlino, 3,95.0,Wtórny,2021,3.0,3.0,Nie,Najmu,11568.42
1399000.0,Gdynia ,Działki Leśne, 5,90.0,Wtórny,1935,4.0,4.0,Nie,Najmu,15544.44
1534000.0,Gdynia ,Grabówek, 5,102.0,Pierwotny,2023,2.0,4.0,Tak,Najmu,15039.22
2095000.0,Gdynia ,Mały Kack, 10,260.0,Wtórny,1986,2.0,2.0,Tak,Najmu,8057.69
3500000.0,Gdynia ,Kamienna Góra, 6,182.4,Wtórny,1940,2.0,2.0,Tak,Najmu,19188.6
429000.0,Gdynia ,Chylonia, 2,44.0,Wtórny,1976,1,4.0,Nie,Najmu,9750.0
518321.0,Gdynia ,Dąbrowa, 2,42.15,Pierwotny,2025,4.0,5.0,Tak,Najmu,12297.06
589000.0,Gdynia ,Obłuże, 3,67.0,Pierwotny,2023,2.0,2.0,Tak,Najmu,8791.04
668000.0,Gdynia ,Wielki Kack, 2,53.3,Wtórny,2012,2.0,2.0,Tak,Najmu,12532.83
682000.0,Gdynia ,Grabówek, 2,65.0,Wtórny,1928,1.0,3.0,Nie,Najmu,10492.31
899000.0,Gdynia ,Chwarzno-Wiczlino, 4,73.0,Wtórny,2011,2.0,3.0,Nie,Najmu,12315.07
970000.0,Gdynia ,Działki Leśne, 3,48.72,Wtórny,1970,1,8.0,Nie,Najmu,19909.69
1911000.0,Gdynia ,Śródmieście, 3,90.25,Pierwotny,2023,1.0,6.0,Nie,Najmu,21174.52
2550000.0,Gdynia ,Orłowo, 3,93.5,Wtórny,.,1,3.0,Tak,Najmu,27272.73
399000.0,Gdynia ,Leszczynki, 2,45.0,Wtórny,1960,1,4.0,Nie,Najmu,8866.67
849000.0,Gdynia ,Chwarzno-Wiczlino, 2,59.0,Wtórny,.,1.0,3.0,Tak,Najmu,14389.83
881000.0,Gdynia ,Grabówek, 3,58.0,Pierwotny,2023,2.0,4.0,Tak,Najmu,15189.66
892000.0,Gdynia ,Grabówek, 3,58.0,Pierwotny,2023,3.0,4.0,Tak,Najmu,15379.31
1040000.0,Gdynia ,Grabówek, 3,68.0,Pierwotny,2023,2.0,4.0,Tak,Najmu,15294.12
1100000.0,Gdynia ,Mały Kack, 3,77.88,Wtórny,2009,1,3.0,Tak,Najmu,14124.29
1301000.0,Gdynia ,Grabówek, 4,90.0,Pierwotny,2023,1.0,4.0,Tak,Najmu,14455.56
1541000.0,Gdynia ,Grabówek, 5,102.0,Pierwotny,2023,1.0,4.0,Tak,Najmu,15107.84
1997000.0,Gdynia ,Grabówek, 5,132.0,Pierwotny,2023,2.0,4.0,Tak,Najmu,15128.79
529000.0,Gdynia ,Obłuże, 3,59.5,Wtórny,1970,3.0,10.0,Tak,Najmu,8890.76
579000.0,Gdynia ,Śródmieście, 2,35.54,Wtórny,1960,1,3.0,Nie,Najmu,16291.5
611000.0,Gdynia ,Grabówek, 2,39.18,Wtórny,2023,1,4.0,Nie,Najmu,15594.69
630000.0,Gdynia ,Pogórze, 3,65.82,Pierwotny,2021,1.0,2.0,Tak,Najmu,9571.56
650000.0,Gdynia ,Obłuże, 2,60.0,Wtórny,1976,1.0,10.0,Tak,Najmu,10833.33
747000.0,Gdynia ,Działki Leśne, 2,67.0,Wtórny,1938,2.0,4.0,Nie,Najmu,11149.25
823552.0,Gdynia ,Redłowo, 2,48.45,Wtórny,2022,4.0,8.0,Tak,Najmu,16997.98
847704.0,Gdynia ,Pustki Cisowskie - Demptowo, 4,81.51,Pierwotny,2023,1,2.0,Tak,Najmu,10400.0
876009.0,Gdynia ,Pustki Cisowskie - Demptowo, 4,82.58,Pierwotny,2023,1.0,2.0,Tak,Najmu,10608.0
890000.0,Gdynia ,Wielki Kack, 3,70.5,Wtórny,2006,1,3.0,Nie,Najmu,12624.11
1059000.0,Gdynia ,Grabówek, 3,68.0,Pierwotny,2023,1,4.0,Nie,Najmu,15573.53
1260000.0,Gdynia ,Śródmieście, 4,91.22,Wtórny,1932,1,4.0,Tak,Najmu,13812.76
429000.0,Gdynia ,Witomino Leśniczówka, 2,29.3,Wtórny,1970,3.0,4.0,Tak,Najmu,14641.64
547975.0,Gdynia ,Chylonia, 2,46.98,Pierwotny,2026,1.0,17.0,Nie,Najmu,11664.01
620000.0,Gdynia ,Śródmieście, 2,49.37,Wtórny,1954,4.0,4.0,Tak,Najmu,12558.23
621443.0,Gdynia ,Chylonia, 2,52.31,Pierwotny,2026,1.0,17.0,Nie,Najmu,11880.0
627092.0,Gdynia ,Leszczynki, 2,52.31,Pierwotny,2026,1.0,17.0,Nie,Najmu,11987.99
696000.0,Gdynia ,Wielki Kack, 3,82.09,Wtórny,1995,4.0,4.0,Tak,Najmu,8478.5
710712.0,Gdynia ,Dąbrowa, 3,61.28,Pierwotny,2024,5.0,5.0,Tak,Najmu,11597.78
736426.0,Gdynia ,Chylonia, 3,67.68,Pierwotny,2024,1.0,17.0,Tak,Najmu,10881.0
755202.0,Gdynia ,Dąbrowa, 4,80.25,Pierwotny,2024,1.0,5.0,Tak,Najmu,9410.62
765000.0,Gdynia ,Obłuże, 4,111.0,Wtórny,1997,1.0,3.0,Tak,Najmu,6891.89
827237.0,Gdynia ,Chylonia, 3,73.65,Pierwotny,2026,1.0,17.0,Nie,Najmu,11232.0
1049000.0,Gdynia ,Dąbrowa, 6,140.0,Wtórny,2002,3.0,3.0,Tak,Najmu,7492.86
1149000.0,Gdynia ,Śródmieście, 3,99.29,Wtórny,1960,1.0,5.0,Tak,Najmu,11572.16
1244000.0,Gdynia ,Redłowo, 3,161.0,Wtórny,1995,1,4.0,Nie,Najmu,7726.71
1539502.0,Gdynia ,Leszczynki, 4,105.59,Pierwotny,2026,10.0,10.0,Tak,Najmu,14580.0
2676000.0,Gdynia ,Śródmieście, 4,111.5,Wtórny,2012,4.0,12.0,Tak,Najmu,24000.0
538654.0,Gdynia ,Dąbrowa, 2,42.32,Pierwotny,2024,3.0,5.0,Tak,Najmu,12728.12
790000.0,Gdynia ,Dąbrowa, 3,87.1,Wtórny,1997,2.0,3.0,Tak,Najmu,9070.03
799000.0,Gdyński ,Śródmieście, 3,59.2,Wtórny,1936,1,4.0,Nie,Najmu,13496.62
831667.0,Gdynia ,Pustki Cisowskie - Demptowo, 3,71.4,Pierwotny,2023,2.0,2.0,Tak,Najmu,11648.0
890000.0,Gdynia ,Śródmieście, 3,48.0,Wtórny,1970,1,5.0,Nie,Najmu,18541.67
1100000.0,Gdynia ,Mały Kack, 3,77.9,Wtórny,2009,1,3.0,Tak,Najmu,14120.67
1544119.0,Gdynia ,Chylonia, 4,109.98,Pierwotny,2026,1.0,17.0,Tak,Najmu,14040.0
1626955.0,Gdynia ,Chylonia, 4,115.88,Pierwotny,2026,1.0,17.0,Tak,Najmu,14040.0
556000.0,Gdynia ,Działki Leśne, 2,50.56,Wtórny,1952,1.0,4.0,Tak,Najmu,10996.84
575000.0,Gdynia ,Chylonia, 3,53.8,Wtórny,1980,1.0,4.0,Nie,Najmu,10687.73
744256.0,Gdynia ,Śródmieście, 2,45.73,Pierwotny,2023,1.0,17.0,Nie,Najmu,16275.01
915000.0,Gdynia ,Chwarzno-Wiczlino, 3,71.0,Wtórny,2012,2.0,3.0,Tak,Najmu,12887.32
950000.0,Gdynia ,Redłowo, 3,58.28,Wtórny,2024,1.0,16.0,Nie,Najmu,16300.62
445000.0,Gdynia ,Dąbrowa, 1 pokój,34.0,Wtórny,2000,1.0,3.0,Nie,Najmu,13088.24
570000.0,Gdynia ,Dąbrowa, 2,56.7,Wtórny,1997,2.0,4.0,Tak,Najmu,10052.91
720000.0,Gdynia ,Obłuże, 4,94.0,Wtórny,1971,2.0,2.0,Tak,Najmu,7659.57
1111500.0,Gdynia ,Redłowo, 2,58.5,Wtórny,2021,4.0,8.0,Tak,Najmu,19000.0
609000.0,Gdynia ,Kamienna Góra, 2,49.37,Wtórny,1956,4.0,5.0,Tak,Najmu,12335.43
1649000.0,Gdynia ,Orłowo, 3,72.21,Pierwotny,2022,3.0,3.0,Tak,Najmu,22836.17
415000.0,Gdynia ,Chylonia, 2,44.0,Wtórny,1970,4.0,4.0,Nie,Najmu,9431.82
690000.0,Gdynia ,Wielki Kack, 3,71.9,Wtórny,1994,1,5.0,Nie,Najmu,9596.66
699000.0,Gdynia ,Działki Leśne, 2,63.0,Wtórny,1938,1,4.0,Nie,Najmu,11095.24
703622.0,Gdynia ,Grabówek, 4,67.95,Pierwotny,2023,1,3.0,Nie,Najmu,10355.0
889000.0,Gdynia ,Śródmieście, 2,47.99,Pierwotny,2024,1.0,4.0,Tak,Najmu,18524.69
3157684.0,Gdynia ,Redłowo, 4,93.18,Wtórny,2023,14.0,16.0,Nie,Najmu,33888.0
4742287.0,Gdynia ,Redłowo, 5,139.94,Wtórny,2023,14.0,16.0,Nie,Najmu,33888.0
534000.0,Gdynia ,Dąbrowa, 2,71.5,Wtórny,2000,3.0,3.0,Nie,Najmu,7468.53
854971.0,Gdynia ,Redłowo, 2,43.98,Pierwotny,2023,1.0,17.0,Nie,Najmu,19440.0
1122000.0,Gdynia ,Oksywie, 5,91.55,Wtórny,2022,1.0,3.0,Tak,Najmu,12255.6
665000.0,Gdynia ,Obłuże, 6,74.0,Wtórny,1990,3.0,3.0,Tak,Najmu,8986.49
750000.0,Gdynia ,Witomino Leśniczówka, 3,110.0,Wtórny,1965,1,1.0,Tak,Najmu,6818.18
778749.0,Gdynia ,Dąbrowa, 4,74.55,Pierwotny,2025,2.0,5.0,Tak,Najmu,10446.0
1160146.0,Gdynia ,Redłowo, 3,77.83,Pierwotny,2021,1.0,16.0,Tak,Najmu,14906.15
1318502.0,Gdynia ,Redłowo, 3,93.96,Pierwotny,2024,1,16.0,Tak,Najmu,14032.59
1346774.0,Gdynia ,Redłowo, 3,85.26,Pierwotny,2021,1.0,16.0,Tak,Najmu,15796.08
1390000.0,Gdynia ,Redłowo, 3,68.0,Wtórny,2021,6.0,8.0,Tak,Najmu,20441.18
592493.0,Gdynia ,Grabówek, 3,48.62,Pierwotny,2023,3.0,3.0,Nie,Najmu,12186.2
829000.0,Gdynia ,Pogórze, 4,126.0,Wtórny,2023,1,1.0,Nie,Najmu,6579.37
956724.0,Gdynia ,Redłowo, 3,58.28,Pierwotny,2024,1.0,16.0,Nie,Najmu,16415.99
963976.0,Gdynia ,Redłowo, 2,43.54,Pierwotny,2024,1.0,16.0,Nie,Najmu,22140.01
987714.0,Gdynia ,Redłowo, 2,43.55,Pierwotny,2024,13.0,16.0,Nie,Najmu,22680.0
1002208.0,Gdynia ,Redłowo, 3,65.35,Pierwotny,2024,1.0,16.0,Nie,Najmu,15336.01
1010999.0,Gdynia ,Redłowo, 2,43.54,Pierwotny,2024,14.0,16.0,Nie,Najmu,23220.0
1018170.0,Gdynia ,Redłowo, 3,75.42,Pierwotny,2024,1.0,16.0,Nie,Najmu,13500.0
1024955.0,Gdynia ,Redłowo, 3,75.32,Pierwotny,2024,1.0,16.0,Nie,Najmu,13608.01
1048104.0,Gdynia ,Redłowo, 3,75.23,Pierwotny,2024,1.0,16.0,Nie,Najmu,13932.0
1054285.0,Gdynia ,Redłowo, 3,58.18,Pierwotny,2024,1.0,16.0,Nie,Najmu,18121.09
1057746.0,Gdynia ,Redłowo, 3,70.46,Pierwotny,2024,1,16.0,Nie,Najmu,15012.01
1064496.0,Gdynia ,Redłowo, 3,75.24,Pierwotny,2024,1.0,16.0,Nie,Najmu,14148.01
1064902.0,Gdynia ,Redłowo, 3,70.43,Pierwotny,2024,1.0,16.0,Nie,Najmu,15120.01
1078121.0,Gdynia ,Redłowo, 3,70.3,Pierwotny,2024,1.0,16.0,Nie,Najmu,15336.0
1093675.0,Gdynia ,Redłowo, 3,76.14,Pierwotny,2024,1.0,16.0,Nie,Najmu,14364.0
1105310.0,Gdynia ,Redłowo, 3,75.81,Pierwotny,2024,1.0,16.0,Nie,Najmu,14580.0
1228122.0,Gdynia ,Redłowo, 3,75.81,Pierwotny,2024,1.0,16.0,Nie,Najmu,16200.0
1253475.0,Gdynia ,Redłowo, 4,92.85,Pierwotny,2024,1.0,16.0,Tak,Najmu,13500.0
1263600.0,Gdynia ,Redłowo, 4,93.6,Pierwotny,2024,1,16.0,Nie,Najmu,13500.0
1300831.0,Gdynia ,Redłowo, 4,93.37,Pierwotny,2024,1.0,16.0,Nie,Najmu,13932.0
1301751.0,Gdynia ,Redłowo, 3,73.05,Pierwotny,2024,1.0,16.0,Tak,Najmu,17820.0
1309997.0,Gdynia ,Redłowo, 3,75.81,Pierwotny,2024,1.0,16.0,Nie,Najmu,17280.0
1311336.0,Gdynia ,Redłowo, 4,93.4,Pierwotny,2024,1.0,16.0,Nie,Najmu,14040.0
1389528.0,Gdynia ,Redłowo, 4,91.9,Pierwotny,2024,1.0,16.0,Nie,Najmu,15120.0
1420675.0,Gdynia ,Redłowo, 4,93.96,Pierwotny,2024,1.0,16.0,Tak,Najmu,15120.0
1473746.0,Gdynia ,Redłowo, 3,75.81,Pierwotny,2024,1.0,16.0,Nie,Najmu,19439.99
1487484.0,Gdynia ,Redłowo, 4,91.82,Pierwotny,2024,1.0,16.0,Nie,Najmu,16200.0
1515996.0,Gdynia ,Redłowo, 4,93.58,Pierwotny,2024,1.0,16.0,Nie,Najmu,16200.0
1555621.0,Gdynia ,Redłowo, 3,75.81,Pierwotny,2024,13.0,16.0,Nie,Najmu,20520.0
1637496.0,Gdynia ,Redłowo, 3,75.81,Pierwotny,2024,14.0,16.0,Nie,Najmu,21600.0
1638014.0,Gdynia ,Redłowo, 4,91.92,Pierwotny,2024,1.0,16.0,Nie,Najmu,17820.0
1769089.0,Gdynia ,Redłowo, 3,73.62,Pierwotny,2024,13.0,16.0,Nie,Najmu,24030.01
2205372.0,Gdynia ,Redłowo, 4,91.57,Pierwotny,2024,14.0,16.0,Nie,Najmu,24084.0
3821804.0,Gdynia ,Redłowo, 4,153.37,Wtórny,2023,8.0,8.0,Nie,Najmu,24918.85
1118668.0,Gdynia ,Redłowo, 3,78.0,Wtórny,2022,3.0,8.0,Nie,Najmu,14341.9
589000.0,Gdynia ,Pogórze, 3,67.0,Pierwotny,2023,1.0,2.0,Tak,Najmu,8791.04
520000.0,Gdynia ,Pogórze, 3,63.72,Wtórny,1984,3.0,4.0,Tak,Najmu,8160.7
849000.0,Gdynia ,Obłuże, 7,100.49,Wtórny,1960,1,2.0,Nie,Najmu,8448.6
963975.0,Gdynia ,Redłowo, 2,43.54,Pierwotny,2024,1.0,16.0,Nie,Najmu,22139.99
499000.0,Gdynia ,Oksywie, 3,72.2,Wtórny,1955,3.0,3.0,Nie,Najmu,6911.36
861000.0,Gdynia ,Śródmieście, 2,47.99,Pierwotny,2024,1.0,4.0,Nie,Najmu,17941.24
1749000.0,Gdynia ,Śródmieście, 3,77.04,Pierwotny,2023,2.0,6.0,Tak,Najmu,22702.49
499000.0,Gdynia ,Oksywie, 4,72.2,Wtórny,1955,3.0,3.0,Nie,Najmu,6911.36
875000.0,Gdynia ,Chwarzno-Wiczlino, 4,73.0,Wtórny,2011,2.0,3.0,Tak,Najmu,11986.3
1584603.0,Gdynia ,Redłowo, 2,46.76,Pierwotny,2022,14.0,14.0,Tak,Najmu,33888.0
999000.0,Gdynia ,Śródmieście, 4,96.0,Wtórny,1932,3.0,4.0,Tak,Najmu,10406.25
1066000.0,Gdynia ,Śródmieście, 3,88.86,Wtórny,1937,2.0,5.0,Tak,Najmu,11996.4
1138819.0,Gdynia ,Śródmieście, 3,65.57,Wtórny,2023,1,6.0,Nie,Najmu,17367.99
839000.0,Gdynia ,Cisowa, 4,116.0,Wtórny,1998,1.0,2.0,Tak,Najmu,7232.76
500000.0,Gdynia ,Wzgórze Świętego Maksymiliana, 2,36.0,Wtórny,1970,4.0,10.0,Tak,Najmu,13888.89
608627.0,Gdynia ,Śródmieście, 1 pokój,35.08,Pierwotny,2023,2.0,6.0,Nie,Najmu,17349.69
650000.0,Gdynia ,Mały Kack, 3,52.0,Wtórny,2024,1,4.0,Tak,Najmu,12500.0
495000.0,Gdynia ,Oksywie, 3,59.8,Wtórny,1977,1,4.0,Nie,Najmu,8277.59
2500.0,Gdynia ,Działki Leśne, 2,44.0,Wtórny,1960,1.0,5.0,Tak,Sprzedaży,56.82
2900.0,Gdynia ,Pogórze, 2,44.0,Wtórny,.,2.0,3.0,Tak,Sprzedaży,65.91
2900.0,Gdynia ,Pogórze, 2,44.0,Wtórny,.,3.0,3.0,Tak,Sprzedaży,65.91
21600.0,Gdynia ,Śródmieście, 3,84.0,Wtórny,2020,1.0,4.0,Tak,Sprzedaży,257.14
2100.0,Gdynia ,Witomino Radjostacja, 2,49.0,Wtórny,1998,4.0,4.0,Nie,Sprzedaży,42.86
7000.0,Gdynia ,Orłowo, 2,76.08,Wtórny,2011,5.0,5.0,Tak,Sprzedaży,92.01
6500.0,Gdynia ,Śródmieście, 2,50.0,Wtórny,2020,1.0,17.0,Tak,Sprzedaży,130.0
2200.0,Gdynia ,Redłowo, 2,43.56,Wtórny,2003,6.0,12.0,Nie,Sprzedaży,50.51
5600.0,Gdynia ,Kamienna Góra, 3,84.0,Wtórny,1933,1,2.0,Nie,Sprzedaży,66.67
3800.0,Gdynia ,Wielki Kack, 3,80.0,Wtórny,2022,1,1.0,Nie,Sprzedaży,47.5
2950.0,Gdynia ,Pustki Cisowskie - Demptowo, 4,72.0,Wtórny,2018,2.0,3.0,Tak,Sprzedaży,40.97
3600.0,Gdynia ,Mały Kack, 2,50.0,Wtórny,1987,1,4.0,Tak,Sprzedaży,72.0
2600.0,Gdynia ,Pogórze, 3,53.0,Wtórny,1980,7.0,10.0,Tak,Sprzedaży,49.06
2500.0,Gdyński ,Pustki Cisowskie - Demptowo, 3,61.7,Wtórny,2005,1,6.0,Tak,Sprzedaży,40.52
2400.0,Gdynia ,Grabówek, 2,32.7,Wtórny,2023,1.0,3.0,Tak,Sprzedaży,73.39
1890.0,Gdynia ,Leszczynki, 2,36.0,Wtórny,2014,2.0,4.0,Tak,Sprzedaży,52.5
3600.0,Gdynia ,Redłowo, 2,56.0,Wtórny,2022,1.0,4.0,Tak,Sprzedaży,64.29
2500.0,Gdynia ,Karwiny, 3,63.0,Wtórny,1986,4.0,4.0,Tak,Sprzedaży,39.68
2100.0,Gdynia ,Grabówek, 1 pokój,37.2,Wtórny,1950,3.0,4.0,Nie,Sprzedaży,56.45
2900.0,Gdynia ,Dąbrowa, 3,68.0,Wtórny,1995,1,4.0,Tak,Sprzedaży,42.65
2000.0,Gdynia ,Chylonia, 3,46.5,Wtórny,1971,4.0,10.0,Nie,Sprzedaży,43.01
2400.0,Gdynia ,Dąbrowa, 3,56.0,Pierwotny,1990,4.0,4.0,Nie,Sprzedaży,42.86
2900.0,Gdynia ,Wzgórze Świętego Maksymiliana, 3,74.0,Wtórny,1940,3.0,3.0,Nie,Sprzedaży,39.19
2500.0,Gdynia ,Obłuże, 3,51.0,Wtórny,1980,11.0,11.0,Tak,Sprzedaży,49.02
4000.0,Gdynia ,Oksywie, 3,83.0,Wtórny,2013,3.0,3.0,Tak,Sprzedaży,48.19
2400.0,Gdynia ,Wielki Kack, 2,39.49,Wtórny,2001,1.0,3.0,Tak,Sprzedaży,60.77
4990.0,Gdynia ,Orłowo, 3,105.0,Wtórny,2009,2.0,3.0,Tak,Sprzedaży,47.52
1950.0,Gdynia ,Orłowo, 1 pokój,27.0,Wtórny,1950,3.0,3.0,Nie,Sprzedaży,72.22
2300.0,Gdynia ,Działki Leśne, 2,44.2,Wtórny,1960,4.0,5.0,Tak,Sprzedaży,52.04
3000.0,Gdynia ,Karwiny, 2,43.0,Wtórny,2008,3.0,9.0,Tak,Sprzedaży,69.77
3900.0,Gdynia ,Działki Leśne, 2,58.3,Wtórny,2023,2.0,3.0,Tak,Sprzedaży,66.9
4500.0,Gdynia ,Działki Leśne, 2,59.38,Wtórny,2023,1,3.0,Nie,Sprzedaży,75.78
4500.0,Gdynia ,Działki Leśne, 2,58.88,Wtórny,2023,1,3.0,Nie,Sprzedaży,76.43
5000.0,Gdynia ,Działki Leśne, 3,70.0,Wtórny,2023,1.0,3.0,Tak,Sprzedaży,71.43
5500.0,Gdynia ,Działki Leśne, 3,85.0,Wtórny,2011,3.0,3.0,Tak,Sprzedaży,64.71
7000.0,Gdynia ,Działki Leśne, 4,97.27,Wtórny,2023,1.0,3.0,Tak,Sprzedaży,71.96
2600.0,Gdynia ,Mały Kack, 2,50.0,Wtórny,2018,1.0,3.0,Tak,Sprzedaży,52.0
2500.0,Gdynia ,Działki Leśne, 2,42.0,Wtórny,1980,1.0,4.0,Tak,Sprzedaży,59.52
2800.0,Gdynia ,Pustki Cisowskie - Demptowo, 3,89.0,Wtórny,1993,2.0,3.0,Tak,Sprzedaży,31.46
4500.0,Gdynia ,Pogórze, 4,72.0,Wtórny,2022,1.0,1.0,Tak,Sprzedaży,62.5
2500.0,Gdynia ,Leszczynki, 2,52.0,Wtórny,2022,1.0,3.0,Tak,Sprzedaży,48.08
2800.0,Gdynia ,Mały Kack, 2,56.0,Wtórny,2007,1.0,3.0,Nie,Sprzedaży,50.0
4000.0,Gdynia ,Orłowo, 2,51.0,Wtórny,2017,1.0,3.0,Tak,Sprzedaży,78.43
2300.0,Gdynia ,Chwarzno-Wiczlino, 2,44.0,Wtórny,2021,1,3.0,Nie,Sprzedaży,52.27
2400.0,Gdynia ,Chwarzno-Wiczlino, 2,38.83,Wtórny,2013,2.0,3.0,Tak,Sprzedaży,61.81
2500.0,Gdynia ,Pogórze, 2,45.0,Wtórny,2023,3.0,3.0,Tak,Sprzedaży,55.56
2800.0,Gdynia ,Obłuże, 2,44.72,Wtórny,2018,1,4.0,Tak,Sprzedaży,62.61
2499.0,Gdynia ,Redłowo, 2,50.0,Wtórny,2012,1.0,8.0,Tak,Sprzedaży,49.98
4900.0,Gdynia ,Wzgórze Świętego Maksymiliana, 3,75.0,Wtórny,2022,1.0,16.0,Tak,Sprzedaży,65.33
2500.0,Gdynia ,Śródmieście, 2,40.0,Wtórny,2007,2.0,8.0,Nie,Sprzedaży,62.5
2900.0,Gdynia ,Pogórze, 2,44.0,Wtórny,2020,7.0,8.0,Tak,Sprzedaży,65.91
4500.0,Gdynia ,Działki Leśne, 2,58.88,Wtórny,2023,1,3.0,Tak,Sprzedaży,76.43
3200.0,Gdynia ,Wzgórze Świętego Maksymiliana, 3,90.4,Wtórny,2001,2.0,2.0,Nie,Sprzedaży,35.4
3500.0,Gdynia ,Oksywie, 4,63.0,Wtórny,2020,1,3.0,Nie,Sprzedaży,55.56
4600.0,Gdynia ,Śródmieście, 2,48.0,Wtórny,2023,3.0,4.0,Tak,Sprzedaży,95.83
2000.0,Gdynia ,Grabówek, 1 pokój,33.0,Wtórny,1960,1.0,4.0,Nie,Sprzedaży,60.61
3500.0,Gdynia ,Pustki Cisowskie - Demptowo, 3,71.0,Wtórny,1993,2.0,4.0,Tak,Sprzedaży,49.3
4500.0,Gdynia ,Działki Leśne, 2,59.38,Wtórny,2023,1,3.0,Tak,Sprzedaży,75.78
3000.0,Gdynia ,Mały Kack, 3,62.44,Wtórny,2009,1,1.0,Tak,Sprzedaży,48.05
4000.0,Gdynia ,Śródmieście, 3,58.0,Wtórny,2022,2.0,6.0,Tak,Sprzedaży,68.97
3200.0,Gdynia ,Pogórze, 3,57.0,Wtórny,2022,1.0,1.0,Tak,Sprzedaży,56.14
2600.0,Gdynia ,Grabówek, 3,52.0,Wtórny,1980,6.0,10.0,Nie,Sprzedaży,50.0
2650.0,Gdynia ,Śródmieście, 2,46.2,Wtórny,1960,1.0,5.0,Tak,Sprzedaży,57.36
2900.0,Gdynia ,Grabówek, 3,70.0,Wtórny,1980,1.0,4.0,Nie,Sprzedaży,41.43
1500.0,Gdynia ,Grabówek, 1 pokój,38.7,Wtórny,1968,2.0,2.0,Nie,Sprzedaży,38.76
2000.0,Gdynia ,Witomino Radjostacja, 2,42.54,Wtórny,1965,2.0,4.0,Tak,Sprzedaży,47.01
3300.0,Gdynia ,Wielki Kack, 3,75.0,Wtórny,2001,2.0,3.0,Tak,Sprzedaży,44.0
2100.0,Gdynia ,Śródmieście, 1 pokój,22.0,Wtórny,1960,1.0,4.0,Nie,Sprzedaży,95.45
2000.0,Gdynia ,Działki Leśne, 2,49.0,Wtórny,1953,1.0,4.0,Nie,Sprzedaży,40.82
2600.0,Gdynia ,Witomino Leśniczówka, 3,58.0,Wtórny,1990,3.0,9.0,Tak,Sprzedaży,44.83
2500.0,Gdynia ,Pogórze, 3,55.0,Wtórny,2021,1.0,3.0,Nie,Sprzedaży,45.45
2500.0,Gdynia ,Pogórze, 3,55.0,Wtórny,2021,1,3.0,Nie,Sprzedaży,45.45
2600.0,Gdynia,Mały Kack, 2,50.0,Wtórny,2017,1.0,5.0,Tak,Sprzedaży,52.0
4000.0,Gdynia ,Śródmieście, 3,87.95,Wtórny,1952,4.0,5.0,Nie,Sprzedaży,45.48
2100.0,Gdynia ,Wzgórze Świętego Maksymiliana, 1 pokój,26.68,Wtórny,1995,4.0,9.0,Tak,Sprzedaży,78.71
2300.0,Gdynia ,Pogórze, 2,45.5,Wtórny,2023,3.0,3.0,Tak,Sprzedaży,50.55
2300.0,Gdynia ,Mały Kack, 2,46.7,Wtórny,2010,1.0,4.0,Tak,Sprzedaży,49.25
2500.0,Gdynia ,Orłowo, 2,60.0,Wtórny,2002,1.0,2.0,Tak,Sprzedaży,41.67
2200.0,Gdynia ,Dąbrowa, 2,41.1,Wtórny,2000,3.0,4.0,Nie,Sprzedaży,53.53
2600.0,Gdynia ,Witomino Leśniczówka, 2,40.0,Wtórny,2021,4.0,6.0,Tak,Sprzedaży,65.0
3000.0,Gdynia ,Śródmieście, 2,37.88,Wtórny,2020,1,6.0,Tak,Sprzedaży,79.2
3200.0,Gdynia ,Działki Leśne, 2,42.0,Wtórny,1960,3.0,5.0,Tak,Sprzedaży,76.19
5600.0,Gdynia ,Kamienna Góra, 3,84.0,Wtórny,1936,1,2.0,Nie,Sprzedaży,66.67
1900.0,Gdynia ,Działki Leśne, 1 pokój,25.0,Wtórny,1980,5.0,10.0,Nie,Sprzedaży,76.0
7000.0,Gdynia ,Działki Leśne, 4,97.27,Wtórny,2023,1.0,3.0,Tak,Sprzedaży,71.96
2000.0,Gdynia ,Wzgórze Świętego Maksymiliana, 1 pokój,21.87,Wtórny,2022,2.0,2.0,Nie,Sprzedaży,91.45
5500.0,Gdynia ,Działki Leśne, 3,85.0,Wtórny,2017,3.0,3.0,Tak,Sprzedaży,64.71
2900.0,Gdynia ,Śródmieście, 1 pokój,42.0,Wtórny,2020,1.0,14.0,Nie,Sprzedaży,69.05
2300.0,Gdynia ,Mały Kack, 1 pokój,34.0,Wtórny,2017,1,3.0,Tak,Sprzedaży,67.65
3600.0,Gdynia ,Orłowo, 2,40.0,Wtórny,2023,1.0,3.0,Tak,Sprzedaży,90.0
4900.0,Gdynia ,Śródmieście, 5,116.0,Wtórny,1930,2.0,4.0,Tak,Sprzedaży,42.24
5000.0,Gdynia ,Działki Leśne, 3,67.13,Wtórny,2023,1.0,3.0,Tak,Sprzedaży,74.48
5000.0,Gdynia ,Cisowa, 3,60.01,Wtórny,1985,1.0,11.0,Tak,Sprzedaży,83.32
